2M07382552+2128456,114.60637,21.47935,99.999,9.999,99.999,9.999,99.999,9.999,99.999,9.999,99.999,9.999,16.263,0.010,15.125,0.004,14.890,0.005,14.840,0.005,14.849,0.007,14.110,0.008,13.887,0.008,13.884,0.009,13.840,0.030,13.827,0.033,13.764,0.066,99.999,9.999,99.999,9.999,99.999,9.999,99.999,9.999,99.999,9.999,99.999,9.999,-1,U
2M07383235+2132440,114.63482,21.54557,99.999,9.999,99.999,9.999,99.999,9.999,99.999,9.999,99.999,9.999,17.762,0.011,16.586,0.006,16.224,0.008,16.114,0.007,16.092,0.008,15.267,0.008,14.963,0.005,14.960,0.009,14.951,0.023,14.935,0.035,99.999,9.999,99.999,9.999,99.999,9.999,99.999,9.999,99.999,9.999,99.999,9.999,99.999,9.999,-1,U
2M07385001+2134293,114.70837,21.57481,99.999,9.999,99.999,9.999,99.999,9.999,99.999,9.999,99.999,9.999,17.006,0.011,15.905,0.005,15.641,0.008,15.570,0.007,15.556,0.009,14.705,0.008,14.520,0.010,14.553,0.011,14.489,0.021,14.464,0.031,14.338,0.062,99.999,9.999,99.999,9.999,99.999,9.999,99.999,9.999,99.999,9.999,99.999,9.999,-1,U
2M07382916+2129481,114.62153,21.49670,99.999,9.999,99.999,9.999,99.999,9.999,99.999,9.999,99.999,9.999,17.454,0.011,16.320,0.004,15.995,0.008,15.901,0.006,15.883,0.008,15.074,0.008,14.799,0.006,14.773,0.009,14.745,0.023,14.633,0.035,99.999,9.999,99.999,9.999,99.999,9.999,99.999,9.999,99.999,9.999,99.999,9.999,99.999,9.999,-1,U
2M07382600+2134030,114.60837,21.56752,99.999,9.999,99.999,9.999,99.999,9.999,99.999,9.999,99.999,9.999,15.805,0.005,14.710,0.003,14.476,0.004,14.412,0.007,14.408,0.006,13.664,0.008,13.417,0.005,13.429,0.008,13.388,0.021,13.360,0.028,13.399,0.036,99.999,9.999,99.999,9.999,99.999,9.999,99.999,9.999,99.999,9.999,99.999,9.999,-1,U
2M07381800+2133413,114.57503,21.56149,99.999,9.999,99.999,9.999,99.999,9.999,99.999,9.999,99.999,9.999,16.879,0.007,15.664,0.004,15.255,0.003,15.106,0.006,15.035,0.008,14.203,0.009,13.859,0.006,13.769,0.009,13.763,0.017,13.753,0.025,13.726,0.032,99.999,9.999,99.999,9.999,99.999,9.999,99.999,9.999,99.999,9.999,99.999,9.999,-1,U
2M07383526+2130376,114.64695,21.51047,99.999,9.999,99.999,9.999,99.999,9.999,99.999,9.999,99.999,9.999,17.368,0.011,15.129,0.003,14.240,0.011,99.999,9.999,13.709,0.007,12.586,0.022,11.961,0.024,11.856,0.018,11.782,0.019,11.853,0.022,11.808,0.021,11.755,0.014,99.999,9.999,99.999,9.999,99.999,9.999,99.999,9.999,99.999,9.999,-1,U
2M07383110+2139020,114.62959,21.65058,99.999,9.999,99.999,9.999,99.999,9.999,99.999,9.999,99.999,9.999,16.309,0.007,15.194,0.007,14.996,0.004,14.930,0.005,14.929,0.007,14.182,0.007,13.934,0.006,13.975,0.009,13.939,0.019,13.902,0.035,13.886,0.046,99.999,9.999,99.999,9.999,99.999,9.999,99.999,9.999,99.999,9.999,99.999,9.999,-1,U
2M07383295+2136488,114.63729,21.61358,99.999,9.999,99.999,9.999,99.999,9.999,99.999,9.999,99.999,9.999,15.962,0.007,14.841,0.007,14.645,0.005,14.564,0.010,14.584,0.007,13.821,0.007,13.579,0.005,13.600,0.008,13.562,0.018,13.543,0.027,13.457,0.028,99.999,9.999,99.999,9.999,99.999,9.999,99.999,9.999,99.999,9.999,99.999,9.999,-1,U
2M07382735+2132400,114.61398,21.54446,99.999,9.999,99.999,9.999,99.999,9.999,99.999,9.999,99.999,9.999,17.336,0.009,16.204,0.004,15.882,0.006,15.791,0.007,15.780,0.008,14.997,0.007,14.721,0.006,14.706,0.009,14.713,0.023,14.672,0.034,99.999,9.999,99.999,9.999,99.999,9.999,99.999,9.999,99.999,9.999,99.999,9.999,99.999,9.999,-1,U
2M07382022+2128284,114.58427,21.47456,99.999,9.999,99.999,9.999,99.999,9.999,99.999,9.999,99.999,9.999,99.999,9.999,19.068,0.016,17.650,0.017,16.904,0.011,16.475,0.014,15.309,0.012,14.704,0.010,14.357,0.013,14.092,0.032,14.139,0.034,14.135,0.069,99.999,9.999,99.999,9.999,99.999,9.999,99.999,9.999,99.999,9.999,99.999,9.999,-1,U
2M07382801+2139138,114.61674,21.65384,99.999,9.999,99.999,9.999,99.999,9.999,99.999,9.999,99.999,9.999,18.795,0.019,16.803,0.008,16.040,0.004,15.760,0.006,15.622,0.008,14.616,0.009,14.136,0.007,14.017,0.011,14.005,0.022,14.062,0.039,13.984,0.045,99.999,9.999,99.999,9.999,99.999,9.999,99.999,9.999,99.999,9.999,99.999,9.999,-1,U
2M07383357+2139018,114.63990,21.65052,99.999,9.999,99.999,9.999,99.999,9.999,99.999,9.999,99.999,9.999,16.693,0.008,15.595,0.007,15.368,0.004,15.282,0.007,15.266,0.007,14.490,0.008,14.225,0.007,14.240,0.009,14.196,0.020,14.226,0.037,14.052,0.045,99.999,9.999,99.999,9.999,99.999,9.999,99.999,9.999,99.999,9.999,99.999,9.999,-1,U
