2M08510698+1159455,132.77908,11.99600,99.999,9.999,18.068,0.009,16.907,0.007,99.999,9.999,15.594,0.014,20.001,0.029,17.543,0.003,16.480,0.002,16.066,0.002,15.840,0.003,14.707,0.016,14.101,0.014,14.040,0.018,13.909,0.017,13.910,0.034,13.883,0.035,13.839,0.053,99.999,9.999,99.999,9.999,99.999,9.999,0.420,1.730,-0.590,1.010,91,U
2M08513540+1157564,132.89751,11.96568,13.879,0.004,13.601,0.003,12.826,0.002,99.999,9.999,11.982,0.002,14.619,0.004,99.999,9.999,99.999,9.999,99.999,9.999,12.345,0.005,11.447,0.021,11.143,0.022,11.030,0.019,10.982,0.023,11.017,0.021,99.999,9.999,99.999,9.999,99.999,9.999,99.999,9.999,32.470,0.090,0.240,1.010,6.540,4.520,-1,SM
2M08520247+1155342,133.01030,11.92619,99.999,9.999,15.468,0.005,14.745,0.017,99.999,9.999,13.981,0.006,16.531,0.004,15.059,0.001,14.561,0.001,14.387,0.001,14.330,0.002,13.451,0.024,13.091,0.022,13.031,0.025,12.976,0.025,12.934,0.029,99.999,9.999,99.999,9.999,99.999,9.999,99.999,9.999,34.610,0.090,0.540,0.950,0.300,0.540,-1,SM
2M08520474+1158291,133.01978,11.97476,99.999,9.999,13.218,0.004,12.577,0.021,99.999,9.999,11.868,0.087,14.907,0.001,15.136,0.001,14.184,0.001,14.906,0.002,13.045,0.001,11.443,0.022,11.125,0.022,11.049,0.021,11.003,0.024,11.031,0.023,99.999,9.999,99.999,9.999,99.999,9.999,99.999,9.999,33.270,0.090,2.080,0.180,-0.300,4.820,-1,BM
2M08510131+1141587,132.75549,11.69966,99.999,9.999,14.004,0.001,13.451,0.011,99.999,9.999,12.805,0.003,14.862,0.009,13.716,0.011,99.999,9.999,99.999,9.999,13.238,0.006,12.420,0.021,12.167,0.023,12.075,0.020,12.031,0.016,12.039,0.025,12.014,0.020,12.038,0.024,99.999,9.999,99.999,9.999,34.260,0.090,1.840,2.620,0.830,1.780,-1,BLM
2M08512610+1157512,132.85875,11.96424,99.999,9.999,99.999,9.999,99.999,9.999,99.999,9.999,99.999,9.999,18.002,0.008,16.888,0.002,16.526,0.002,16.394,0.002,16.344,0.005,15.500,0.013,15.119,0.018,15.270,0.017,15.142,0.027,15.137,0.041,99.999,9.999,99.999,9.999,99.999,9.999,99.999,9.999,99.999,9.999,99.999,9.999,99.999,9.999,-1,U
2M08514189+1149376,132.92458,11.82712,99.999,9.999,15.702,0.004,14.956,0.010,99.999,9.999,14.158,0.006,17.130,0.004,15.521,0.001,15.899,0.002,14.859,0.001,14.790,0.002,13.626,0.025,13.262,0.028,13.189,0.026,13.099,0.026,13.129,0.033,99.999,9.999,99.999,9.999,99.999,9.999,99.999,9.999,35.430,0.090,-1.780,1.130,0.000,3.810,-1,SM
2M08513054+1136100,132.87727,11.60279,99.999,9.999,17.082,0.010,16.113,0.020,99.999,9.999,14.981,0.008,18.811,0.012,16.657,0.002,15.831,0.001,15.542,0.001,15.397,0.002,14.358,0.013,13.822,0.015,13.775,0.015,13.724,0.026,13.743,0.028,13.781,0.045,13.729,0.046,99.999,9.999,99.999,9.999,33.140,0.090,-2.200,3.090,-1.960,1.490,-1,U
2M08520276+1146039,133.01152,11.76775,13.739,0.058,13.729,0.003,13.148,0.009,99.999,9.999,12.484,0.002,14.645,0.008,99.999,9.999,99.999,9.999,99.999,9.999,12.890,0.013,12.075,0.023,11.811,0.025,11.736,0.020,11.683,0.024,11.659,0.023,99.999,9.999,99.999,9.999,99.999,9.999,99.999,9.999,33.330,0.090,0.120,1.490,-1.250,2.320,-1,SM
2M08511698+1150093,132.82077,11.83593,13.809,0.021,13.730,0.012,13.173,0.007,12.852,0.021,12.521,0.011,14.616,0.004,13.352,0.011,13.093,0.015,99.999,9.999,12.935,0.007,12.133,0.023,11.909,0.022,11.845,0.021,11.825,0.015,11.780,0.019,11.769,0.016,11.807,0.013,99.999,9.999,99.999,9.999,35.670,0.090,99.999,9.999,99.999,9.999,-1,SN
2M08511747+1145226,132.82283,11.75630,99.999,9.999,99.999,9.999,99.999,9.999,99.999,9.999,99.999,9.999,16.483,0.016,13.698,0.008,8.794,0.002,8.776,0.004,11.774,0.006,7.325,0.021,6.683,0.020,6.494,0.021,6.376,0.021,6.522,0.021,6.449,0.013,6.412,0.011,6.441,0.016,6.355,0.060,99.999,9.999,99.999,9.999,99.999,9.999,-1,U
2M08512296+1149131,132.84567,11.82031,13.700,0.026,13.735,0.003,13.273,0.007,12.978,0.009,12.667,0.010,14.527,0.006,13.409,0.005,99.999,9.999,12.996,0.019,13.113,0.005,12.365,0.022,12.155,0.020,12.076,0.020,12.018,0.017,12.003,0.023,12.013,0.019,12.014,0.015,99.999,9.999,99.999,9.999,33.480,0.090,0.710,1.370,0.950,0.650,-1,BM
2M08514710+1142297,132.94626,11.70827,99.999,9.999,16.139,0.021,15.289,0.013,99.999,9.999,14.409,0.003,17.317,0.005,15.663,0.001,15.040,0.001,14.857,0.001,14.775,0.002,13.919,0.010,13.426,0.018,13.418,0.015,13.361,0.026,13.421,0.038,99.999,9.999,99.999,9.999,99.999,9.999,99.999,9.999,34.230,0.090,1.730,1.070,-1.840,1.130,-1,SM
2M08504511+1136023,132.68799,11.60067,99.999,9.999,99.999,9.999,99.999,9.999,99.999,9.999,99.999,9.999,18.252,0.009,16.171,0.009,15.285,0.005,14.978,0.007,14.824,0.019,13.773,0.013,13.233,0.021,13.116,0.016,13.093,0.027,13.076,0.032,99.999,9.999,99.999,9.999,99.999,9.999,99.999,9.999,99.999,9.999,99.999,9.999,99.999,9.999,-1,U
2M08512240+1151291,132.84335,11.85810,99.999,9.999,13.883,0.007,13.289,0.004,99.999,9.999,12.596,0.018,14.748,0.005,13.509,0.006,13.221,0.017,99.999,9.999,13.023,0.005,12.195,0.022,11.952,0.020,11.862,0.021,11.820,0.016,11.821,0.020,11.810,0.019,11.829,0.013,99.999,9.999,99.999,9.999,32.430,0.090,99.999,9.999,99.999,9.999,-1,SM
2M08514507+1147459,132.93782,11.79609,99.999,9.999,12.505,0.006,11.465,0.007,99.999,9.999,10.417,0.010,99.999,9.999,99.999,9.999,99.999,9.999,99.999,9.999,99.999,9.999,9.684,0.022,9.183,0.023,9.045,0.018,8.984,0.022,9.058,0.020,99.999,9.999,99.999,9.999,8.985,0.027,99.999,9.999,32.790,0.090,-0.890,1.840,2.080,0.830,-1,SM
