source_id,Sdss_mag_u,Sdss_mag_g,Sdss_mag_r,Sdss_mag_i,Sdss_mag_z,Sdss_flux_u,Sdss_flux_g,Sdss_flux_r,Sdss_flux_i,Sdss_flux_z,Sdss_flux_error_u,Sdss_flux_error_g,Sdss_flux_error_r,Sdss_flux_error_i,Sdss_flux_error_z,Jkc_mag_U,Jkc_mag_B,Jkc_mag_V,Jkc_mag_R,Jkc_mag_I,Jkc_flux_U,Jkc_flux_B,Jkc_flux_V,Jkc_flux_R,Jkc_flux_I,Jkc_flux_error_U,Jkc_flux_error_B,Jkc_flux_error_V,Jkc_flux_error_R,Jkc_flux_error_I,Sdss_mag_u_err,Sdss_mag_g_err,Sdss_mag_r_err,Sdss_mag_i_err,Sdss_mag_z_err,Jkc_mag_U_err,Jkc_mag_B_err,Jkc_mag_V_err,Jkc_mag_R_err,Jkc_mag_I_err,2Mass Name,Wise_Id_x,Wise_Id_y,ra,dec,J_mag,J_err,H_mag,H_err,K_mag,K_err,B1_mag,B1_err,B2_mag,B2_err,B3_mag,B3_err,B4_mag,B4_err
6.049169035047939e+17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08514894+1148021,J085148.93+114802.1,J085148.94+114802.2,132.9539505,11.8006165,13.288,0.023,12.973,0.026,12.854,0.024,12.872,0.013,12.994,0.045,11.587,,8.46,
6.049032326246493e+17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08515309+1140536,J085153.08+114053.6,J085153.09+114053.6,132.9712175,11.6815833,12.251,0.022,11.984,0.022,11.905,0.023,11.821,0.007,11.856,0.013,11.814,0.403,8.349,
6.049029233870054e+17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08515515+1139401,J085155.14+113940.0,J085155.15+113940.1,132.9798013,11.6611546,13.176,0.023,12.889,0.026,12.83,0.023,12.744,0.011,12.798,0.027,11.857,0.434,7.797,
6.049183165497696e+17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08515558+1148381,J085155.58+114838.1,J085155.58+114838.2,132.9816051,11.8106113,12.656,0.022,12.346,0.025,12.258,0.018,12.215,0.009,12.309,0.023,11.706,,8.438,
6.049065655193585e+17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08515658+1147250,J085156.57+114724.9,J085156.58+114724.9,132.9857696,11.7902561,13.174,0.023,12.899,0.026,12.813,0.025,12.802,0.016,12.84,0.032,11.873,,8.27,
6.049185227081923e+17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08515877+1150024,J085158.76+115002.4,J085158.77+115002.5,132.9948835,11.8340301,13.027,0.022,12.667,0.025,12.597,0.025,12.546,0.009,12.655,0.031,12.469,,9.233,
6.049438801950963e+17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08520041+1156070,J085200.40+115607.0,J085200.41+115607.0,133.0017158,11.9352856,13.144,0.022,12.82,0.024,12.789,0.025,12.733,0.009,12.802,0.02,11.667,,8.131,
6.049436740366655e+17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08520247+1155342,J085202.47+115534.0,J085202.47+115534.1,133.0103252,11.9261426,13.451,0.024,13.091,0.022,13.031,0.025,12.856,0.009,12.911,0.041,11.581,,8.332,
6.049440863535186e+17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08520330+1158046,J085203.29+115804.5,J085203.32+115804.8,133.0138484,11.9680155,12.855,0.024,12.556,0.022,12.514,0.026,12.313,0.009,12.345,0.017,11.912,,9.323,
6.049065311595036e+17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08520350+1147481,J085203.49+114748.0,J085203.49+114748.1,133.0145803,11.7966964,13.367,0.024,13.084,0.027,13.024,0.028,13.017,0.02,13.051,0.038,12.135,,8.246,
6.049062219218602e+17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08520510+1146214,J085205.09+114621.3,J085205.10+114621.4,133.0212686,11.7726241,13.386,0.024,13.031,0.026,12.921,0.024,12.871,0.012,12.892,0.024,12.949,,8.244,
6.04903576222014e+17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08520580+1142246,J085205.79+114224.6,J085205.80+114224.6,133.0241916,11.7068533,12.515,0.023,12.212,0.025,12.105,0.02,12.05,0.007,12.132,0.021,12.136,0.535,8.073,
6.049064280802838e+17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08520844+1148105,J085208.46+114810.4,J085208.45+114810.5,133.0352208,11.8029223,13.405,0.036,13.164,0.041,13.048,0.031,12.054,0.007,12.095,0.017,11.517,,8.511,0.54
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08511826+1150196,,J085118.25+115019.6,132.8260522,11.8388042,13.042,0.033,12.68,0.037,12.592,0.033,12.008,0.013,11.99,0.014,11.652,0.331,8.431,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08512214+1148278,,J085122.13+114827.8,132.8422435,11.807746,14.011,0.025,13.53,0.028,13.441,0.03,12.807,0.019,12.824,0.027,11.318,,8.355,0.486
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08512287+1156221,,J085122.88+115622.1,132.8453501,11.939499,15.965,0.081,15.044,0.092,14.646,0.091,13.869,0.024,13.698,0.057,11.586,0.281,7.939,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08510752+1152561,,J085107.50+115256.4,132.7812679,11.882342,12.744,0.023,12.493,0.027,12.413,0.026,10.798,0.006,10.83,0.009,10.699,0.195,8.392,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08511083+1135053,,J085110.85+113505.1,132.795211,11.5847698,14.745,0.038,14.492,0.051,14.308,0.06,14.014,0.023,14.21,0.094,12.309,,8.556,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08511736+1146031,,J085117.35+114603.1,132.8223245,11.7675401,12.823,0.022,12.555,0.023,12.475,0.024,11.962,0.007,11.933,0.019,11.503,0.317,8.044,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08511921+1148269,,J085119.18+114826.7,132.8299353,11.8074171,15.151,0.042,14.6,0.054,14.312,0.06,13.384,0.07,13.545,0.169,12.112,,8.474,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08510723+1153019,,J085107.21+115301.8,132.7800543,11.8838576,11.175,0.025,10.771,0.026,10.695,0.023,10.479,0.006,10.497,0.007,10.526,0.146,7.838,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08505300+1154109,,J085053.01+115411.0,132.7209006,11.9030657,14.527,0.032,14.212,0.04,14.084,0.051,13.985,0.04,14.111,0.129,11.734,,10.203,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08512380+1147160,,J085123.80+114716.1,132.8491825,11.7878182,11.409,0.032,11.008,0.033,10.953,0.03,10.521,0.009,10.593,0.016,10.379,0.115,8.489,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08512055+1146047,,J085120.55+114604.8,132.8356516,11.7680257,12.073,0.021,11.811,0.022,11.771,0.018,10.904,0.006,10.847,0.007,10.199,0.096,7.871,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08510042+1154048,,J085100.41+115404.4,132.7517323,11.9012325,14.912,0.034,14.277,0.042,14.177,0.062,13.911,0.032,14.005,0.118,11.532,,8.314,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08504948+1142262,,J085049.49+114226.4,132.7062097,11.707339,14.636,0.049,13.987,0.055,13.573,0.05,12.745,0.011,12.643,0.019,10.157,0.115,8.333,0.524
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08513244+1147523,,J085132.44+114752.3,132.8851857,11.7978611,11.457,0.021,11.194,0.02,11.103,0.018,10.567,0.006,10.612,0.007,10.793,0.23,8.156,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08511482+1148598,,J085114.83+114859.7,132.8118113,11.8166038,13.911,0.027,13.485,0.033,13.438,0.035,12.974,0.055,13.003,0.065,11.533,,8.36,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08513322+1148513,,J085133.22+114851.3,132.88844,11.8142556,11.563,0.022,11.299,0.023,11.228,0.02,10.63,0.006,10.655,0.008,10.535,0.133,8.319,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08512976+1145065,,J085129.77+114506.5,132.8740713,11.7518328,15.324,0.045,14.546,0.051,14.385,0.064,13.978,0.034,13.996,0.085,12.184,,8.361,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08521045+1152583,,J085210.43+115258.1,133.0434832,11.8828144,13.568,0.034,12.973,0.036,12.774,0.033,12.556,0.009,12.629,0.027,12.105,,8.212,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08505178+1149264,,J085051.78+114926.2,132.7157775,11.823963,15.002,0.038,14.253,0.041,14.154,0.051,13.928,0.032,13.74,0.072,11.846,,7.698,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08511734+1147005,,J085117.36+114700.4,132.8223468,11.7834528,12.017,0.022,11.749,0.024,11.723,0.021,11.501,0.012,11.521,0.013,11.429,0.302,8.407,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08503889+1146556,,J085038.87+114655.3,132.661974,11.7820317,13.754,0.026,13.232,0.035,13.151,0.034,12.891,0.012,12.851,0.023,11.481,,8.311,0.476
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08505903+1148576,,J085059.04+114857.9,132.7460068,11.8160966,12.386,0.024,12.206,0.027,12.094,0.024,11.897,0.007,11.978,0.015,11.466,,8.131,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08511223+1148347,,J085112.22+114834.7,132.8009313,11.8096409,12.788,0.023,12.52,0.022,12.469,0.025,12.162,0.009,12.208,0.026,11.86,,8.14,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08511569+1148156,,J085115.69+114815.5,132.8154145,11.8043231,13.244,0.024,12.965,0.027,12.955,0.026,11.935,0.008,11.95,0.021,10.933,0.186,7.547,0.226
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08503682+1148008,,J085036.83+114801.0,132.6534594,11.8003023,13.197,0.024,12.811,0.028,12.697,0.026,12.583,0.013,12.605,0.018,11.787,,8.439,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08513172+1154569,,J085131.72+115456.9,132.8821922,11.9158291,14.996,0.037,14.311,0.037,14.201,0.05,13.549,0.026,13.408,0.048,12.122,,8.337,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08512869+1148021,,J085128.69+114802.1,132.869546,11.8005976,12.526,0.021,12.165,0.022,12.077,0.02,11.886,0.016,11.937,0.019,11.431,,8.3,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08512176+1144050,,J085121.74+114404.6,132.840594,11.7346223,12.907,0.023,12.547,0.024,12.498,0.024,12.19,0.01,12.295,0.02,11.706,,7.994,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08504037+1202385,,J085040.37+120238.5,132.6682125,12.0440283,12.786,0.022,12.515,0.024,12.466,0.021,11.832,0.007,11.682,0.01,11.312,0.23,10.567,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08511857+1150143,,J085118.55+115014.4,132.8273301,11.8373543,13.735,0.027,13.183,0.028,13.093,0.03,11.631,0.009,11.618,0.011,11.356,0.253,8.451,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08515603+1139137,,J085156.03+113913.7,132.9834879,11.6538132,13.369,0.024,13.022,0.026,12.958,0.028,12.495,0.008,12.524,0.018,11.855,0.405,8.261,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08504527+1148389,,J085045.28+114839.0,132.6886872,11.8108508,13.605,0.036,13.019,0.044,12.742,0.044,12.034,0.007,12.124,0.02,11.373,0.315,8.446,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08512228+1144089,,J085122.27+114408.8,132.8428054,11.7357852,14.444,0.032,14.009,0.033,13.819,0.042,12.748,0.014,12.88,0.033,11.727,,8.149,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08511446+1144409,,J085114.45+114441.1,132.8102333,11.7447596,14.176,0.028,13.65,0.023,13.598,0.036,12.558,0.009,12.584,0.019,11.748,0.363,8.041,
